,store,sido,gungu,address,phone
437,주안1호,인천,남구,주안동 1523-2,032-428-9592~3
438,주안2호,인천,남구,도화동 432-2,032-863-1991
439,주안3호,인천,남구,주안동 929-11,032-427-8892
440,학익1호,인천,남구,학익동 293-37,032-863-6363~4
441,간석1호,인천,남동구,구월동 70-80,"032-432-6765,6764"
442,구월,인천,남동구,구월동 1133-13,032-433-3232
443,구월아시아드,인천,남동구,구월동 1517-2,032-214-1991
444,논현1호(인천),인천,남동구,논현동 620-8,032-434-0096
445,논현에코메트로,인천,남동구,논현동 752-1,032-437-1991
446,만수1호,인천,남동구,만수동 1045 103호,032-461-7600
447,만수2호,인천,남동구,만수동 1118-2,032-469-1848
448,만수3호,인천,남동구,간석3동 921-14,032-461-9999
449,만수역,인천,남동구,만수동 886-35,032-471-8292
450,서창,인천,남동구,서창동 706,032-467-1991
451,소래포구,인천,남동구,논현동 671-3,032-439-0333
452,간석1호,인천,남동구,구월동 70-80,"032-432-6765,6764"
453,구월,인천,남동구,구월동 1133-13,032-433-3232
454,구월아시아드,인천,남동구,구월동 1517-2,032-214-1991
455,논현1호(인천),인천,남동구,논현동 620-8,032-434-0096
456,논현에코메트로,인천,남동구,논현동 752-1,032-437-1991
457,만수1호,인천,남동구,만수동 1045 103호,032-461-7600
458,만수2호,인천,남동구,만수동 1118-2,032-469-1848
459,만수3호,인천,남동구,간석3동 921-14,032-461-9999
460,만수역,인천,남동구,만수동 886-35,032-471-8292
461,서창,인천,남동구,서창동 706,032-467-1991
462,소래포구,인천,남동구,논현동 671-3,032-439-0333
463,송현(인천),인천,동구,송림동 234-1,032-765-8338
464,갈산삼산지구,인천,부평구,갈산동 55-8,032-525-1991
465,부개3동,인천,부평구,부개동 12-176,"032-521-9982,513-9982"
466,부평1호,인천,부평구,부평동 451-30,032-525-9982
467,부평2호,인천,부평구,부평동 889-8,032-518-9800
468,부평역,인천,부평구,부평동 192-14,032-503-1991
469,산곡1호,인천,부평구,산곡동 369-270,032-508-9001~2
470,산곡2호,인천,부평구,청천동 259-15,032-244-2626
471,산곡3호,인천,부평구,산곡2동 251-1,032-508-8892
472,삼산(부평),인천,부평구,삼산동 433-1,050-8389-8917
473,십정1호,인천,부평구,십정동 440-11,032-437-8989
474,청천,인천,부평구,청천동 14-8,032-501-1991
475,가정루원시티,인천,서구,가정동 614-14,032-564-1990
476,가좌,인천,서구,가좌동 30-78,032-579-9989
477,검단1호,인천,서구,검단로 왕길동 637-1,032-561-9772
478,검단신도시1호,인천,서구,이음5로 34,032-298-9292
479,검암,인천,서구,검암동 626-2번지 태건프라자 105호,032-568-2313
480,당하,인천,서구,마전동 585,032-568-9949
481,불로원당,인천,서구,당하동 1033-3 조이빌 103,"032-564-9994,2113"
482,석남가정,인천,서구,가정동 505-4,032-578-9988
483,연희1호(인천),인천,서구,심곡동 257-15,032-567-0092
484,청라호수공원,인천,서구,청라동 152-15,032-568-1991
485,동춘,인천,연수구,동춘동 934-1,032-815-9114
486,선학연수3호,인천,연수구,선학동 406-2,032-815-3993
487,송도1호,인천,연수구,송도동 21-59 302동 102호,032-858-8883
488,송도8공구,인천,연수구,송도동 316,032-858-1991
489,송도드림시티,인천,연수구,송도동 3-2,032-505-1991
490,송도캠퍼스타운,인천,연수구,송도동 155(송도아메리칸타운파크),032-811-2019
491,연수중앙,인천,연수구,연수동 626,032-821-9945
492,옥련,인천,연수구,옥련동 194-4,032-833-9949
493,공항신도시,인천,중구,운서동 2801-3,032-746-5810~1
494,영종하늘도시,인천,중구,중산동 1884-4,032-751-8933
495,운서,인천,중구,운서동 2913-3,032-747-1997
496,선운지구,광주,광산구,선암동 777,062-945-1991
497,소촌우산,광주,광산구,소촌동 244-6,062-942-1200
498,송정1호,광주,광산구,도산동 1143,062-944-9992
499,수완1호,광주,광산구,장덕동 1479번지 1층,062-956-1991
500,수완2호,광주,광산구,수완동 1126,062-961-9299
501,신가,광주,광산구,신가동 974-6,062-956-6662
502,신창,광주,광산구,신창동 1236-1,062-962-9282
503,운남1호,광주,광산구,월곡2동 683-1,062-952-9930~1
504,첨단1호,광주,광산구,산월동 884-2,062-973-8892~3
505,첨단2호,광주,광산구,쌍암동 655-4번지,062-973-1292~3
506,첨단중앙,광주,광산구,월계동 887-3,062-971-8585
507,하남1호,광주,광산구,산정동 977-13,062-951-9944
508,하남2지구,광주,광산구,산정동 1039,062-962-1122
509,노대효천,광주,남구,노대동 819,062-651-1991
510,백운,광주,남구,서동 71-15,062-652-9989
511,봉선1호,광주,남구,주월1동 1253-4,062-654-9994
512,봉선2호,광주,남구,봉선동 164-1,062-655-9945
513,주월,광주,남구,월산동 1034-17,062-676-9555
514,진월,광주,남구,진월동 426-1,"062-672-9292,"
515,계림,광주,동구,대인동 319-6,062-222-8599
516,조선대,광주,동구,지산동 500번지,062-234-9933
517,학동,광주,동구,학동 735-16,"062-236-0082,0092"
518,두암1호,광주,북구,두암2동 826-50,062-266-9997
519,매곡,광주,북구,매곡동 334-5,062-574-0207
520,문흥1호,광주,북구,문흥동 980-15,"062-269-9990,264-9990"
521,양산1호,광주,북구,양산동 877-1 1층,062-576-9296
522,연제,광주,북구,연제동 41-3,062-571-8292
523,오치,광주,북구,오치동 785-4,062-262-1991
524,운암1호,광주,북구,운암3동 1051-5,062-529-9993~4
525,운암2호(광주),광주,북구,운암동 운암동 130-1,062-511-9992
526,일곡1호,광주,북구,일곡동 834-11,"062-573-7892,572-7893"
527,전남대,광주,북구,용봉동 157-20,062-262-9993
528,첨단신용,광주,북구,신용동 693,062-575-1200
529,금호,광주,서구,쌍촌동 881번지,062-382-1991
530,농성1호,광주,서구,화정동 178-128,062-351-0807
531,동천(광주),광주,서구,동천동 598,062-515-9966
532,마재,광주,서구,"금호동 813 대주파크빌상가 124동 114호, 115호",062-682-8800
533,상무1호,광주,서구,치평동 1258,062-376-9901
534,쌍촌1호,광주,서구,쌍촌동 147,062-383-9945~6
535,풍암1호,광주,서구,풍암동 1111-2,062-681-3999
536,화정1호(광주),광주,서구,화정동 824-16,062-384-8292
537,화정2호,광주,서구,"농성동 666-1 1층 113,114호",062-351-9288
538,법동,대전,대덕구,중리동 385-26,042-633-8292
539,송촌1호,대전,대덕구,송촌동 454-4,042-621-9292
540,신탄진,대전,대덕구,석봉동 309-1,042-932-9901
541,한남대,대전,대덕구,한남로 오정동 223-260,042-632-1991
542,가오천동,대전,동구,가오동 235-12,042-282-9280
543,낭월,대전,동구,낭월동 370,042-273-9772
544,비래,대전,동구,가양동 88-1 조일아파트상가 A동,042-633-1991
545,용운,대전,동구,용운동 306-3,"042-272-9030,9040"
546,자양대동,대전,동구,대동 192-1,042-627-9996
547,가장내동,대전,서구,가장동 50-45,042-523-4567
548,갈마1호,대전,서구,갈마동 394-29,042-523-7702
549,관저느리울,대전,서구,관저동 1354,"042-543-8592,8599"
550,도마1호,대전,서구,도마동 114-19,042-538-5550
551,도안2지구,대전,서구,가수원동 1036,042-542-1991
552,둔산1호,대전,서구,둔산2동 1093,"042-483-9979,486-9949"
553,둔산2호,대전,서구,둔산동 1851,042-488-5234
554,만년,대전,서구,만년동 316,042-484-9945
555,복수,대전,서구,복수동 622,042-581-9905
556,월평1호,대전,서구,월평동 525,042-472-5670
557,탄방,대전,서구,탄방동 1007,042-484-9333
558,관저1호,대전,유성구,원내동 829 외 1필지,042-542-6999
559,관평,대전,유성구,관평동 1056,042-933-9889
560,노은1지구,대전,유성구,노은동 553-9 스타돔 120호,042-823 - 2255
561,노은2지구,대전,유성구,지족동 985-2,042-824-9985
562,도안1지구,대전,유성구,상대동 469-9,042-824-1992
563,송강,대전,유성구,봉산동 198-13,"042-933-9240,9250"
564,신성,대전,유성구,신성동 137-15,042-861-0670
565,유성,대전,유성구,봉명동 621-1,042-824-9296~7
566,전민,대전,유성구,문지동 635-8,042-863-7292
567,한밭대,대전,유성구,덕명동 592-6,042-822-1991
568,대사부사,대전,중구,대사동 69-53,042-254-9777
569,대흥,대전,중구,대흥동 204-3,042-223-1991
570,문화1호,대전,중구,문화동 466-16,"042-585-7749,7757"
571,용두오류,대전,중구,오류동 153-27,042-221-9981
572,중촌목동,대전,중구,중촌동 12-5,042-221-9992
573,태평1호,대전,중구,유천동 326-13,042-524-1992
574,공업탑,울산,남구,신정동 1224-9,052-266-9245
575,달동,울산,남구,달동 135-2,052-276-9911
576,무거1호,울산,남구,무거동 1484-2,052-223-2122
577,삼산(울산),울산,남구,달동 1266-9,052-261-1992
578,삼산2호,울산,남구,삼산동 203-15,052-256-5292
579,수암,울산,남구,야음동 692-6,052-265-9293
580,신정3동(구 신정3호점),울산,남구,신정3동 177-1,052-272-9902
581,야음1호,울산,남구,야음동 715-3,052-266-9978
582,야음2호,울산,남구,야음1동 455-8,052-267-9982
583,옥동(울산),울산,남구,옥동 584-11,052-275-7727
584,울대,울산,남구,무거동 623-6,052-249-1236
585,남목서부,울산,동구,서부동 113-33,"052-232-8992, 8997"
586,방어,울산,동구,방어동 1087-9,052-201-9905~6
587,전하,울산,동구,전하2동 634-4,052-201-8992
588,화정,울산,동구,일산동 581-36,052-201-9191
589,강동산하,울산,북구,산하동 89,052-292-1991
590,송정지구,울산,북구,송정동 407,052-244-5555
591,양정염포,울산,북구,양정동 497-11,052-287-1112
592,진장명촌,울산,북구,명촌동 692-3,052-252-1991
593,호계1호(울산),울산,북구,호계동 286-15,052-295-9945
594,호계2호,울산,북구,신천동 107-4,052-282-5151
595,화봉,울산,북구,연암동 414-3,052-289-8992
596,교동(울산),울산,울주군,삼남면 교동리 1578-1,052-263-0001
597,구영,울산,울주군,범서읍 구영리 801-6,052-244-9948
598,남창,울산,울주군,온양읍 대안리 179-10,052-238-3999
599,덕신,울산,울주군,덕신리 1294-2,052-238-8554
600,덕하,울산,울주군,상남리 818-17,052-271-4949
601,언양,울산,울주군,언양읍 남부리 256-2,052-254-5511
602,웅촌,울산,울주군,청량면 삼정리 755-1 가동 216호,052-277-9288
603,천상,울산,울주군,범서읍 천상리 650-5,052-248-1991
604,다운,울산,중구,다운동 536-1,052-249-4080
605,반구1호,울산,중구,반구동 874-3,052-293-9909
606,반구2호,울산,중구,반구동 99-17,052-291-3112~3
607,복산,울산,중구,복산동 399-12,052-292-0092
608,성안,울산,중구,성안동 804-10,052-248-3300
609,약사병영,울산,중구,약사동 629-17,052-294-9222
610,옥교,울산,중구,학산동 3-27,052-246-9294
611,우정,울산,중구,우정동 436-41,"052-246-5555,9292"
612,우정혁신,울산,중구,유곡동 473-8,052-212-8787
613,태화,울산,중구,태화동 117-2,052-221-0087
614,한솔,세종,한솔동,927,044-867-1991
615,도담,세종,도담동,655 해피라움7동,044-866-1119
616,세종아름,세종,아름동,1363,044-864-1994
617,보람,세종시,보람동,628-4,044-866-9979
618,고운,세종,고운동,1718,044-867-4991
619,조치원1호,세종,조치원읍,죽림리 21-1 삼일아파트 상가 109호,041-866-5163
620,다정,세종특별자치시,다정동,363-10,044-866-5655
621,가평,경기,가평군,가평읍 대곡리 168-5,031-581-9945
622,청평,경기,가평군,청평면 청평리 452-5,031-585-9282
623,현리,경기,가평군,하면 현리 259-7,031-584-9225
624,고양동,경기,고양시,덕양구 고양동 176-8 104호,031-963-1381
625,삼송,경기도,고양시,덕양구 신원동 626-1 1층 상가 5~6호,02 -381-1991
626,원당,경기,고양시,덕양구 성사동 519-2,031-965-3210
627,원흥,경기,고양시,덕양구 도내동 966,031-962-1992
628,행신1호,경기,고양시,덕양구 행신동 995-2,031-971-9599
629,행신역,경기,고양시,덕양구 행신동 708-3,031-971-9909
630,향동지구,경기,고양시,덕양구 향동동 460-6,02 -3159-1991
631,화정1호(고양),경기,고양시,덕양구 화정동 906-5 1층 102호,031-967-8852
632,화정역,경기,고양시,덕양구 화정동 979-2,031-978-1991
633,강선,경기,고양시,일산동구 정발산동 687-5,031-911-9980
634,밤가시후곡,경기,고양시,일산동구 정발산동 1093,031-924-9292
635,백마강촌,경기,고양시,일산동구 마두동 753-3,031-903-6886
636,백송,경기,고양시,일산동구 백석동 1225 중앙프라자 103호,031-906-9942
637,식사,경기,고양시,일산동구 식사동 1531,031-932-5557
638,중산,경기,고양시,일산동구 중산동 1667-3,031-976-9989
639,풍동,경기,고양시,일산동구 풍동 1273-5,031-901-1993
640,호수,경기,고양시,일산동구 백석동 1414-15,031-903-5014
641,구일산,경기,고양시,일산서구 일산동 967-6,031-922-5589
642,대화,경기,고양시,일산서구 대화동 2126-2 (동남빌딩 101호),031-919-9981
643,주엽,경기,고양시,일산서구 주엽2동 138 애비뉴상가 1층 1068호,031-911-9985
644,킨텍스,경기,고양시,일산서구 대화동 2606,031-961-6555
645,탄현,경기,고양시,일산서구 탄현동 1562-5,031-919-9980
646,과천1호,경기,과천시,원문동 4 레미안 슈르 A상가(4번지)동 제1층 1023호,02 -503-9952
647,과천역,경기,과천시,부림동 49,02 -3679-1991
648,광명1호,경기,광명시,광명동 158-1015,02 -2615-9114
649,광명역,경기,광명시,"일직동 511-5번지 대호M스퀘어 102호, 103호",02 -897-1991
650,소하1호,경기,광명시,소하동 1240-1,02 -897-2140
651,소하2호,경기,광명시,소하동 1342-1,02 -899-1338
652,철산1호,경기,광명시,철산동 210-1,02 -2060-6761
653,철산2호,경기,광명시,철산동 92-1,02 -2060-7743
654,철산역,경기,광명시,철산동 429,02 -2685-5800
655,하안1호,경기,광명시,"하안동 35-5, 영보빌딩 102호",02 -806-2004
656,곤지암,경기,광주시,곤지암읍 곤지암리 443-9,031-763-1991
657,광주1호,경기,광주시,경안동 154-1,031-765-8292
658,신현,경기,광주시,오포읍 신현리 371-4,031-726-1091
659,양벌,경기,광주시,오포읍 양벌리 290-3,031-768-1992
660,초월,경기,광주시,초월읍 경충대로 1255,031-766-1992
661,태전(경기광주),경기,광주시,태전동 261-14,031-769-1091
662,회덕,경기,광주시,목현동 1-2,031-797-1997
663,갈매,경기,구리시,"갈매동 608-1 101호, 102호",031-575-1995
664,수택,경기,구리시,수택동 433-49,031-569-3999
665,인창,경기,구리시,인창동 344-7,031-568-9992
666,토평,경기,구리시,토평동 999-2,031-562-9995
667,금정역,경기,군포시,산본동 236-2,031-391-1991
668,당동1호,경기,군포시,당동 917-4 103호(중앙프라자),031-399-5225
669,부곡(군포),경기,군포시,부곡동 1120-4,031-462-8292
670,산본1호,경기,군포시,산본동 1151,031-399-9992
671,산본사거리,경기,군포시,산본동 1060 산본타운 2층,031-391-4484
672,산본역,경기,군포시,산본동 1132-2,031-397-1991
673,호계3호,경기,군포시,당정동 2-3,031-452-9936~7
674,구래,경기,김포시,구래동 6883-1,031-985-2991
675,북변,경기,김포시,감정동 529-3,031-981-1137
676,사우,경기,김포시,사우동 998,031-997-9289
677,양곡,경기,김포시,양촌읍 양곡리 1302-2,031-998-1990
678,운양,경기,김포시,운양동 1297-6 승문리앤포레 1차 1층,031-981-1997
679,장기1호,경기,김포시,장기동 1911-4,031-998-9992
680,통진1호,경기,김포시,통진읍 서암리 758-79,031-989-4545
681,풍무,경기,김포시,풍무동 191-2,031-985-0779
682,다산신도시1호,경기,남양주시,다산동 산3006-2,031-551-1991
683,다산신도시2호,경기,남양주시,다산동 6030-2,031-567-9253
684,덕소1호,경기,남양주시,와부읍 덕소리 141-91,031-577-8080
685,도농1호,경기,남양주시,다산동 608,031-568-9289
686,마석,경기,남양주시,화도읍 마석우리 384-8,031-559-9266
687,별내2호,경기,남양주시,별내동 846-7,031-572-1991
688,별내역,경기,남양주시,별내동 1006-1,031-527-1998
689,오남,경기,남양주시,오남읍 오남리 205-19,031-574-9981
690,진건,경기,남양주시,진건읍 사능리 353-4,031-528-9994
691,진접장현리,경기,남양주시,진접읍 장현리 672-1,031-571-2772
692,진접지구,경기,남양주시,진접읍 금곡리 1041-1,031-527-0401
693,창현,경기,남양주시,화도읍 창현리 731-3,031-559-9911
694,퇴계원,경기,남양주시,퇴계원면 퇴계원리 290-14,031-573-9952
695,평내,경기,남양주시,평내동 582-5,031-593-9929
696,호평,경기,남양주시,호평동 656-1,031-511-7892
697,생연,경기,동두천시,생연동 689-28,031-861-1992
698,송내(동두천),경기,동두천시,지행동 694 예일 복합타워 114호,031-863-7797
699,괴안,경기,부천시,소사구 괴안동 39-2,032-344-9291
700,송내(부천),경기,부천시,소사구 송내1동 366-13,032-653-9999
701,심곡1호,경기,부천시,소사구 심곡본동 678-17,"032-611-9239,611-9278"
702,고강1호,경기,부천시,오정구 고강1동 305-4,032-675-8228
703,원종도당,경기,부천시,오정구 원종1동 281-15,032-675-9492~3
704,복사골,경기,부천시,원미구 중동 716-4,032-264-4343
705,상동1호,경기,부천시,원미구 상2동 546-6 110호,032-224-9292
706,상동역,경기,부천시,원미구 상동 523-3 대동프라자 1층 107호,032-328-1771
707,송내로데오,경기,부천시,원미구 상동 400-2,032-324-3020
708,신중동,경기,부천시,원미구 중동 1147-1,032-327-9959
709,역곡2동,경기,부천시,원미구 역곡동 48-5,032-344-9220
710,중동2호,경기,부천시,원미구 중4동 1033-3,032-328-1600
711,중동꿈마을,경기,부천시,원미구 심곡동 93-1,032-611-0920
712,동판교,경기,성남시,분당구 삼평동 664,031-8061-0771
713,무지개마을,경기,성남시,분당구 구미동 212-2,031-713-9971
714,미금,경기,성남시,분당구 구미동 50-2,031-717-8884
715,분당효자,경기,성남시,분당구 서현동 333-1,031-702-0203
716,서판교,경기,성남시,분당구 판교동 612-3,031-702-1990
717,서현,경기,성남시,"분당구 서현동 89-7, 삼성한신근린상가",031-702-5757
718,수내1호,경기,성남시,분당구 수내동 32 양지마을청구아파트,031-712-1991
719,아름마을,경기,성남시,"분당구 야탑동 533-8, 미라보상가 1층 7호",031-701-9972
720,야탑1호,경기,성남시,분당구 야탑동 272-4,031-709-9960
721,야탑역,경기,성남시,분당구 야탑동 376-13,031-709-0991
722,정자,경기,성남시,분당구 정자동 17-5,031-718-5436
723,고등,경기,성남시,수정구 고등동 595-11,031-754-1992
724,성남위례,경기,성남시,수정구 창곡동 547-8,031-759-1992
725,수진1호,경기,성남시,수정구 수진동 88번지 102호,031-752-9999
726,신흥1호,경기,성남시,수정구 신흥동 34,031-745-5898
727,태평1동,경기,성남시,수정구 태평동 6147-2,031-757-8787
728,금광1호,경기,성남시,중원구 금광동 2706,031-732-9997
729,모란역,경기,성남시,중원구 성남동 3249,031-753-1991
730,은행1호(성남),경기,성남시,중원구 은행동 663-3,031-745-5494
731,곡반정,경기,수원시,권선구 곡반정동 584-4,031-236-4991
732,권선1호,경기,수원시,권선구 권선동 1260-5,031-232-0292
733,금곡1호,경기,수원시,권선구 금곡동 1088-1,031-295-2339
734,매교,경기,수원시,권선구 세류동 97-5,031-238-3690
735,오목고색,경기,수원시,권선구 오목천동 314-20,031-292-0050
736,탑동(수원),경기,수원시,권선구 서둔동 240-5,031-291-0128
737,호매실,경기,수원시,권선구 금곡동 1137-3,031-292-9252
738,광교1호,경기,수원시,영통구 이의동 1332 CB 4~5호,031-212-1998
739,매탄1호,경기,수원시,영통구 매탄동 1170-4,031-222-3120
740,매탄2호,경기,수원시,영통구 매탄2동 199-69,031-211-2616
741,매탄3호,경기,수원시,영통구 매탄4동 208-21,031-216-5425
742,신동1호,경기,수원시,영통구 신동 935-3,031-203-1155
743,신영통1호,경기,수원시,영통구 망포동 381-2,031-273-7333
744,영통1호,경기,수원시,영통구 영통동 1005-1,031-203-0960
745,영통2호,경기,수원시,영통구 영통동 952-5,031-205-9245
746,연무1호,경기,수원시,장안구 연무동 249-13,031-253-9244
747,영화,경기,수원시,장안구 영화동 425-3,031-252-1991
748,율전1호,경기,수원시,장안구 율전동 298-8,031-292-9898
749,정자1호,경기,수원시,장안구 정자동 41-2,031-245-4599
750,정자2호,경기,수원시,"장안구 천천동 502-6, 1층",031-251-2332
751,조원1호,경기,수원시,장안구 조원동 742-9,031-248-5425
752,파장,경기,수원시,장안구 송죽동 216-1,031-245-9252
753,수원역,경기,수원시,팔달구 고등동 86-4,031-247-1991
754,아주대,경기,수원시,팔달구 우만동 85-3 우만동R타워,031-212-0404
755,우만1호,경기,수원시,팔달구 우만동 481,031-242-9985
756,인계,경기,수원시,팔달구 인계동 1118-12,031-224-1990
757,화서1호,경기,수원시,"팔달구 화서동 703 꽃뫼양지마을(대우아파트) 상가 105, 106호",031-292-5225~6
758,화서2호,경기,수원시,팔달구 화서동 185-3,031-257-9959
759,거모,경기,시흥시,거모동 1757-1,031-491-9202
760,거북섬,경기,시흥시,정왕동 2720-6,031-431-1995
761,능곡,경기,시흥시,능곡동 545,031-318-1991
762,매화,경기,시흥시,매화동 853-3,031-318-9282
763,목감신도시2호,경기,시흥시,조남동 657-2,031-405-8808
764,목감역,경기,시흥시,목감동 410-2,031-414-9832
765,배곧신도시1호,경기,시흥시,"정왕동 2475 에이플러스 115, 116호",031-433-1992
766,배곧신도시2호,경기,시흥시,정왕동 2536,031-497-1147
767,신천1호(시흥),경기,시흥시,신천동 707-50,031-316-9797
768,월곶,경기도,시흥시,월곶동 1015-1,031-318-1000
769,은계,경기,시흥시,은행동 645-5,031-312-1991
770,은행1호(시흥),경기,시흥시,대야동 580-4,031-404-9945
771,장곡,경기,시흥시,"장곡동 823-5, 동서빌딩",031-404-5220
772,장현,경기,시흥시,장현동 516-1,031-317-3173
773,정왕1호,경기,시흥시,정왕동 1593-2,031-432-5001
774,정왕2호,경기,시흥시,정왕동 1859-3,031-432-5844
775,정왕3호,경기,시흥시,정왕동 1728-12,031-488-9677
776,고잔1호,경기,안산시,단원구 고잔동 756-1,031-402-9959
777,고잔2호,경기,안산시,단원구 와동 720-13,031-482-4241
778,선부1호,경기,안산시,단원구 선부동 1070-2,031-414-0277~8
779,선부2호,경기,안산시,단원구 선부동 1142-7,031-484-2233
780,원곡1호,경기,안산시,단원구 원곡동 754-6,031-494-9515~6
781,중앙(안산),경기,안산시,단원구 고잔동 540-7,031-405-1991
782,초지역,경기,안산시,단원구 초지동 592,031-401-4677
783,반월,경기,안산시,상록구 건건동 650-1,031-418-1000
784,본오1호,경기,안산시,상록구 본오동 879-10,031-419-4991
785,본오2호,경기,안산시,상록구 본오동 857-8,031-409-4991
786,부곡(안산),경기,안산시,상록구 부곡동 670-2,031-501-9924
787,사동1호,경기,안산시,상록구 사동 1172,031-438-9200
788,사동2호,경기,안산시,상록구 사동 1418-6,031-502-9935~6
789,월피,경기,안산시,"상록구 월피동 442-26, 1층",031-413-9988
790,일동,경기,안산시,상록구 일동 89-3,031-501-9953~4
791,공도1호,경기,안성시,공도읍 만정리 417-98,031-655-8295
792,안성1호,경기,안성시,연지동 94,031-674-4565
793,안성2호,경기,안성시,인지동 390-35,031-675-8886
794,안성중앙대,경기,안성시,대덕면 내리 678-8,031-676-8919
795,진사리,경기,안성시,공도읍 진사리 20-30,031-653-8882
796,관양,경기,안양시,동안구 관양동 1724-1,031-422-2829
797,비산1호,경기,안양시,동안구 비산동 566-7,031-388-9987
798,평촌1호,경기,안양시,동안구 평촌동 917-9,031-381-5585
799,평촌3호,경기,안양시,동안구 비산동 1059 층 A동 103호,031-382-0555
800,호계1호(안양),경기,안양시,동안구 호계2동 927-2,031-455-9989
801,박달사거리,경기,안양시,만안구 박달동 85-15,031-464-1991
802,석수1호,경기,안양시,만안구 석수1동 177-6,031-473-9922
803,안양1번가,경기,안양시,만안구 안양동 674-241,031-444-1991
804,안양1호,경기,안양시,만안구 안양동 711-317,031-444-9242~3
805,안양2호,경기,안양시,만안구 안양동 473-4,031-443-0064~5
806,고읍1호,경기,양주시,광사동 657,031-845-1212
807,다산신도시1호,경기,남양주시,다산동 산3006-2,031-551-1991
808,다산신도시2호,경기,남양주시,다산동 6030-2,031-567-9253
809,덕계(양주),경기,양주시,덕계동 698-5,031-857-1990
810,덕소1호,경기,남양주시,와부읍 덕소리 141-91,031-577-8080
811,덕정1호,경기,양주시,덕정동 240-27,031-858-7447
812,도농1호,경기,남양주시,다산동 608,031-568-9289
813,마석,경기,남양주시,화도읍 마석우리 384-8,031-559-9266
814,백석(양주),경기,양주시,백석읍 복지리 168-3,031-829-9282
815,별내2호,경기,남양주시,별내동 846-7,031-572-1991
816,별내역,경기,남양주시,별내동 1006-1,031-527-1998
817,오남,경기,남양주시,오남읍 오남리 205-19,031-574-9981
818,옥정,경기,양주시,"옥정동 966-1 (101호, 102호)",031-866-1991
819,진건,경기,남양주시,진건읍 사능리 353-4,031-528-9994
820,진접장현리,경기,남양주시,진접읍 장현리 672-1,031-571-2772
821,진접지구,경기,남양주시,진접읍 금곡리 1041-1,031-527-0401
822,창현,경기,남양주시,화도읍 창현리 731-3,031-559-9911
823,퇴계원,경기,남양주시,퇴계원면 퇴계원리 290-14,031-573-9952
824,평내,경기,남양주시,평내동 582-5,031-593-9929
825,호평,경기,남양주시,호평동 656-1,031-511-7892
826,양평,경기,양평군,양평읍 양근리 183-4,031-775-1481
827,여주1호,경기,여주군,하동 405-4,031-885-1655~6
828,여주대,경기,여주군,여주읍 점봉리,031-885-1990
829,오학,경기,여주군,오학동 산45-7,031-885-1999
830,전곡,경기,연천군,전곡읍 전곡리 302-11,031-833-1991
831,궐동,경기,오산시,궐동 650-1,031-378-2700
832,세마수청,경기,오산시,수청동 618-1,031-372-1994
833,운암2호(오산),경기,오산시,"오산동 919-3, 102호",031-378-9229
834,원동,경기,오산시,오산동 881-7,031-378-2277~8
835,강남대,경기,용인시,기흥구 구갈동 594 강남피아,031-275-1991
836,구갈2지구,경기,용인시,기흥구 구갈동 353-3,031-281-9282
837,구성1호,경기,용인시,기흥구 마북동 370-9,031-283-9936
838,동백1호,경기,용인시,기흥구 동백동 614-5,031-274-0033
839,보라,경기,용인시,기흥구 보라동 581-2,031-281-1992
840,보정,경기,용인시,기흥구 보정동 1204-4,031-261-1991
841,용인서천,경기,용인시,기흥구 농서동 436-3,031-206-1993
842,흥덕,경기,용인시,기흥구 영덕동 994-3,031-215-9253
843,동천1호,경기,용인시,수지구 동천동 941-7,031-889-1991
844,상현1호,경기,용인시,수지구 상현동 3-4,031-276-1566
845,상현역,경기,용인시,수지구 상현동 1160,031-213-1996
846,성복,경기,용인시,수지구 성복동 162-3,031-264-1991
847,수지1지구,경기,용인시,수지구 풍덕천동 29-10,031-265-5568~9
848,수지2지구,경기,용인시,수지구 풍덕천동 697,031-261-2335
849,죽전,경기,용인시,수지구 죽전동 1151,031-265-6222~1
850,남사,경기,용인시,처인구 남사면 아곡리 702,031-338-7999
851,둔전,경기,용인시,처인구 포곡읍 둔전리 400-2,031-333-9245
852,양지,경기,용인시,처인구 양지리 454-2,031-322-1992
853,용인1호,경기,용인시,처인구 김량장동 293-24,031-339-0725
854,용인2호,경기,용인시,처인구 마평동 657-14,031-335-5478
855,용인모현,경기도,용인시,처인구 처인구 모현읍 왕산리 794-20,031-338-1993
856,내손갈뫼,경기,의왕시,내손1동 755-4 명성프라자,031-426-0394~5
857,백운호수,경기,의왕시,학의동 1093-4,031-424-1991
858,오전고천,경기,의왕시,오전동 276-1,031-477-1150~1
859,의왕역,경기,의왕시,장안남북로1길 7,031-461-6600
860,인덕원,경기,의왕시,포일동 662,031-422-9114
861,포일내손,경기,의왕시,내손동 669-4,031-462-1991
862,금오,경기,의정부시,금오동 473-4,031-853-0092
863,녹양,경기,의정부시,가능동 92-51,031-829-9989
864,민락(의정부),경기,의정부시,민락동 834-3,031-872-1991
865,민락2호,경기,의정부시,민락동 902-1,031-852-1995
866,신곡,경기,의정부시,신곡동 484,031-821-7795~6
867,신곡2호,경기,의정부시,신곡동 703-9,031-855-9992
868,용현1호,경기,의정부시,용현동 18-15,031-853-9981~2
869,의정부역,경기,의정부시,의정부동 140-3 미래프라자 1층,031-855-1992
870,장암,경기,의정부시,신곡동 362-4,031-840-9290
